timestamp,mem_util_ec2_one,mem_util_ec2_two,mem_util_rds_one,mem_util_ec2_three,mem_util_ec2_four
2014-02-14 17:10:00,0.134,1.99,6.268,46.55,2.3280000000000003
2014-02-14 17:15:00,0.134,1.7380000000000002,6.454,48.122,3.434
2014-02-14 17:20:00,0.132,1.76,7.066,40.23,2.424
2014-02-14 17:25:00,0.132,1.7719999999999998,5.856,52.606,2.158
2014-02-14 17:30:00,0.134,1.764,6.254,44.652,2.342
2014-02-14 17:35:00,0.134,1.732,6.024,42.84,2.056
2014-02-14 17:40:00,0.066,2.0,6.278,49.272,2.376
2014-02-14 17:45:00,0.134,1.7,5.834,47.09,2.106
2014-02-14 17:50:00,0.134,1.798,5.8439999999999985,45.452,2.408
2014-02-14 17:55:00,0.202,1.732,5.834,46.996,2.156
2014-02-14 18:00:00,0.134,1.764,6.0539999999999985,43.194,2.464
2014-02-14 18:05:00,0.134,1.7619999999999998,6.226,52.94,2.224
2014-02-14 18:10:00,0.134,1.97,5.6160000000000005,47.212,2.428
2014-02-14 18:15:00,0.068,1.7280000000000002,5.64,43.144,2.234
2014-02-14 18:20:00,0.132,1.806,6.03,50.658,2.408
2014-02-14 18:25:00,0.134,1.8,5.864,46.292,3.372
2014-02-14 18:30:00,0.134,1.86,7.27,45.164,2.318
2014-02-14 18:35:00,0.134,1.7380000000000002,6.018,47.88800000000001,2.166
2014-02-14 18:40:00,0.134,1.992,6.2620000000000005,41.852,2.386
2014-02-14 18:45:00,0.134,1.702,5.8420000000000005,53.17,2.138
2014-02-14 18:50:00,0.134,1.766,5.85,44.632,2.336
2014-02-14 18:55:00,0.134,1.76,6.046,43.282,2.23
2014-02-14 19:00:00,0.066,1.832,6.044,53.192,2.452
2014-02-14 19:05:00,0.134,1.774,5.8279999999999985,45.51600000000001,2.15
2014-02-14 19:10:00,0.134,1.998,6.476,47.23,2.386
2014-02-14 19:15:00,0.134,1.7919999999999998,6.046,46.408,2.234
2014-02-14 19:20:00,0.066,1.798,6.04,40.118,2.732
2014-02-14 19:25:00,0.132,1.838,6.0420000000000025,52.536,2.9160000000000004
2014-02-14 19:30:00,0.134,1.798,7.104,45.56399999999999,2.246
2014-02-14 19:35:00,0.2,1.764,6.246,43.908,2.084
2014-02-14 19:40:00,0.132,2.032,6.238,48.058,2.248
2014-02-14 19:45:00,0.134,1.83,5.8660000000000005,45.4,2.096
2014-02-14 19:50:00,0.136,1.766,6.044,45.56399999999999,2.266
2014-02-14 19:55:00,0.132,1.954,5.834,53.23,2.504
2014-02-14 20:00:00,0.066,1.702,6.25,46.972,52.26600000000001
2014-02-14 20:05:00,0.134,1.866,5.834,52.816,54.806
2014-02-14 20:10:00,0.134,1.966,6.214,49.062,55.736
2014-02-14 20:15:00,0.134,1.83,5.8420000000000005,46.22,11.058
2014-02-14 20:20:00,0.2,1.76,6.474,50.258,20.216
2014-02-14 20:25:00,0.132,1.836,6.642,47.16,71.306
2014-02-14 20:30:00,0.136,1.766,6.058,45.258,55.49800000000001
2014-02-14 20:35:00,0.134,1.826,5.814,49.108,25.366
2014-02-14 20:40:00,0.134,1.904,6.058,40.774,6.994
2014-02-14 20:45:00,0.134,1.83,5.824,52.5,5.034
2014-02-14 20:50:00,0.066,1.732,6.04,45.316,5.45
2014-02-14 20:55:00,0.134,1.826,6.022,41.878,5.4
2014-02-14 21:00:00,0.134,1.704,5.85,51.456,5.65
2014-02-14 21:05:00,0.134,1.766,6.0360000000000005,46.902,7.992000000000001
2014-02-14 21:10:00,0.134,1.958,6.056,46.41,5.42
2014-02-14 21:15:00,0.132,1.764,5.622000000000001,47.3,7.802
2014-02-14 21:20:00,0.066,1.768,7.266,40.4,5.666
2014-02-14 21:25:00,0.134,1.7719999999999998,6.074,52.058,5.164
2014-02-14 21:30:00,0.132,1.788,6.024,47.84,7.2
2014-02-14 21:35:00,0.134,1.67,5.862,42.774,5.082
2014-02-14 21:40:00,0.132,1.866,6.44,50.494,5.546
2014-02-14 21:45:00,0.066,1.732,6.0520000000000005,45.364,5.282
2014-02-14 21:50:00,0.134,1.726,6.246,43.192,5.566
2014-02-14 21:55:00,0.132,1.706,6.2860000000000005,48.356,4.002
2014-02-14 22:00:00,0.134,1.834,6.0520000000000005,47.958,3.512
2014-02-14 22:05:00,0.134,1.734,6.0139999999999985,44.026,1.98
2014-02-14 22:10:00,0.066,1.968,6.257999999999999,49.46,2.278
2014-02-14 22:15:00,0.134,1.966,5.837999999999999,47.11,2.016
2014-02-14 22:20:00,0.132,2.0580000000000003,6.238,44.218,3.524
2014-02-14 22:25:00,0.134,1.838,6.072,47.154,2.0340000000000003
2014-02-14 22:30:00,0.132,1.966,6.85,41.726000000000006,2.25
2014-02-14 22:35:00,0.068,1.932,6.476,53.662,2.068
2014-02-14 22:40:00,0.132,2.162,6.257999999999999,46.808,2.3040000000000003
2014-02-14 22:45:00,0.132,1.926,6.48,44.834,2.092
2014-02-14 22:50:00,0.134,1.968,5.398,49.554,2.332
2014-02-14 22:55:00,0.132,1.932,6.044,45.822,2.124
2014-02-14 23:00:00,0.134,2.006,6.0820000000000025,46.768,53.692
2014-02-14 23:05:00,0.134,1.992,5.834,50.71,51.466
2014-02-14 23:10:00,0.134,2.0340000000000003,6.63,43.662,51.85
2014-02-14 23:15:00,0.066,1.704,6.698,53.544,5.372000000000001
2014-02-14 23:20:00,0.132,1.834,6.004,46.478,3.002
2014-02-14 23:25:00,0.132,1.732,5.654,43.052,3.984
2014-02-14 23:30:00,0.066,1.824,6.266,49.038,3.2460000000000004
2014-02-14 23:35:00,0.136,1.704,5.62,46.238,4.7
2014-02-14 23:40:00,0.134,1.966,6.2479999999999976,44.90600000000001,2.864
2014-02-14 23:45:00,0.066,1.766,5.62,48.51,2.426
2014-02-14 23:50:00,0.134,1.8,6.028,40.834,3.112
2014-02-14 23:55:00,0.2,1.764,5.9460000000000015,52.364,2.84
2014-02-15 00:00:00,0.134,1.858,6.232,47.206,3.084
2014-02-15 00:05:00,0.134,1.84,5.81,43.31,3.556
2014-02-15 00:10:00,0.066,2.0,6.297999999999999,53.028,2.0340000000000003
2014-02-15 00:15:00,0.132,1.8,7.09,46.644,2.064
2014-02-15 00:20:00,0.134,1.76,6.666,46.124,3.534
2014-02-15 00:25:00,0.066,1.806,6.046,47.802,2.27
2014-02-15 00:30:00,0.136,1.766,6.226,41.356,2.292
2014-02-15 00:35:00,0.134,1.8,5.862,52.184,2.09
2014-02-15 00:40:00,0.134,1.966,6.2639999999999985,45.774,2.234
2014-02-15 00:45:00,0.066,1.796,5.816,42.792,4.73
2014-02-15 00:50:00,0.134,1.798,6.062,49.036,2.634
2014-02-15 00:55:00,0.134,1.794,6.068,45.63399999999999,2.766
2014-02-15 01:00:00,0.134,1.84,6.044,46.292,2.7
2014-02-15 01:05:00,0.068,1.766,5.8279999999999985,46.738,2.728
2014-02-15 01:10:00,0.132,1.962,7.883999999999999,43.076,2.616
2014-02-15 01:15:00,0.134,1.766,6.0779999999999985,51.71,2.474
2014-02-15 01:20:00,0.134,1.756,6.252000000000002,44.56399999999999,3.79
2014-02-15 01:25:00,0.068,1.7380000000000002,5.834,42.88800000000001,2.458
2014-02-15 01:30:00,0.134,1.7280000000000002,5.8320000000000025,48.874,2.422
2014-02-15 01:35:00,0.134,1.832,6.03,45.658,2.434
2014-02-15 01:40:00,0.134,2.0,6.224,44.052,2.452
2014-02-15 01:45:00,0.134,1.7,5.862,47.684,2.2880000000000003
2014-02-15 01:50:00,0.134,1.774,6.232,40.316,2.5780000000000003
2014-02-15 01:55:00,0.134,1.8,6.2479999999999976,52.438,2.396
2014-02-15 02:00:00,0.066,1.732,6.266,46.948,2.768
2014-02-15 02:05:00,0.134,1.8,7.334,43.13,2.346
2014-02-15 02:10:00,0.132,2.06,6.674,51.83,2.464
2014-02-15 02:15:00,0.134,1.798,6.0360000000000005,46.272,3.5580000000000003
2014-02-15 02:20:00,0.066,1.764,6.238,46.15,2.36
2014-02-15 02:25:00,0.132,1.67,6.047999999999999,48.098,2.216
2014-02-15 02:30:00,0.132,1.86,6.09,40.868,2.292
2014-02-15 02:35:00,0.066,1.83,5.816,52.63,2.152
2014-02-15 02:40:00,0.134,1.942,6.2860000000000005,45.328,2.334
2014-02-15 02:45:00,0.134,1.766,5.834,43.86,2.166
2014-02-15 02:50:00,0.136,1.766,6.04,49.19,2.3680000000000003
2014-02-15 02:55:00,0.134,1.76,6.0360000000000005,40.032,2.052
2014-02-15 03:00:00,0.134,1.838,6.2360000000000015,52.91,2.342
2014-02-15 03:05:00,1.466,1.86,5.834,46.916,2.386
2014-02-15 03:10:00,0.066,1.904,6.03,43.408,2.318
2014-02-15 03:15:00,0.134,1.7619999999999998,5.848,50.222,2.08
2014-02-15 03:20:00,0.134,1.86,6.0379999999999985,45.886,2.766
2014-02-15 03:25:00,0.134,1.7380000000000002,7.114,43.94,2.898
2014-02-15 03:30:00,0.134,2.466,6.86,48.166,2.2
2014-02-15 03:35:00,0.134,1.8,5.8420000000000005,40.822,2.086
2014-02-15 03:40:00,0.132,1.966,6.2620000000000005,54.24800000000001,2.25
2014-02-15 03:45:00,0.066,1.734,6.06,46.878,2.066
2014-02-15 03:50:00,0.134,1.798,6.2360000000000015,41.85,2.168
2014-02-15 03:55:00,0.132,1.76,6.282,51.548,2.08
2014-02-15 04:00:00,0.134,1.77,6.438,47.73,2.266
2014-02-15 04:05:00,0.066,1.826,6.04,45.212,2.084
2014-02-15 04:10:00,0.134,1.94,6.2,50.658,2.218
2014-02-15 04:15:00,0.134,1.766,6.07,39.87,2.148
2014-02-15 04:20:00,0.134,1.8,6.044,50.728,3.506
2014-02-15 04:25:00,0.068,1.794,6.046,46.15,2.182
2014-02-15 04:30:00,0.132,1.798,6.024,43.12600000000001,2.236
2014-02-15 04:35:00,0.134,1.7719999999999998,5.862,49.672,2.132
2014-02-15 04:40:00,0.066,2.032,6.044,46.644,2.3
2014-02-15 04:45:00,0.132,1.798,6.05,44.994,2.086
2014-02-15 04:50:00,0.134,1.832,6.044,47.432,2.202
2014-02-15 04:55:00,0.134,1.796,6.018,40.212,2.064
2014-02-15 05:00:00,0.066,1.798,5.8679999999999986,53.88800000000001,2.296
2014-02-15 05:05:00,0.134,1.7919999999999998,6.04,43.24800000000001,2.08
2014-02-15 05:10:00,0.132,2.102,6.257999999999999,44.36600000000001,2.264
2014-02-15 05:15:00,0.134,1.7380000000000002,5.837999999999999,49.12600000000001,3.352
2014-02-15 05:20:00,0.066,1.768,5.8279999999999985,45.48,2.334
2014-02-15 05:25:00,0.136,1.888,6.022,44.754,1.998
2014-02-15 05:30:00,0.068,1.702,6.087999999999999,46.69,2.26
2014-02-15 05:35:00,0.132,1.958,5.834,41.76,1.988
2014-02-15 05:40:00,0.132,1.866,5.837999999999999,52.368,2.184
2014-02-15 05:45:00,0.134,1.734,6.046,44.882,1.996
2014-02-15 05:50:00,0.134,1.766,6.6679999999999975,42.23,2.216
2014-02-15 05:55:00,0.2,1.824,6.234,49.624,2.0
2014-02-15 06:00:00,0.066,1.7380000000000002,5.87,47.63,2.198
2014-02-15 06:05:00,0.134,1.7919999999999998,6.028,44.786,1.966
2014-02-15 06:10:00,0.134,2.036,6.058,49.354,2.164
2014-02-15 06:15:00,0.068,1.73,6.0420000000000025,40.702,3.298
2014-02-15 06:20:00,0.132,1.7380000000000002,6.26,51.666,2.18
2014-02-15 06:25:00,0.066,1.794,6.024,45.0,1.984
2014-02-15 06:30:00,0.132,1.7380000000000002,6.266,43.61600000000001,2.258
2014-02-15 06:35:00,0.136,1.796,6.224,50.822,1.952
2014-02-15 06:40:00,0.066,1.926,6.074,44.414,2.184
2014-02-15 06:45:00,0.132,1.866,6.04,44.232,1.984
2014-02-15 06:50:00,0.134,1.732,6.252000000000002,48.236,2.22
2014-02-15 06:55:00,0.134,1.8,6.25,41.08,1.958
2014-02-15 07:00:00,0.066,1.7719999999999998,6.04,53.92,2.234
2014-02-15 07:05:00,0.134,1.89,6.04,46.22,2.132
2014-02-15 07:10:00,0.132,1.9,6.25,43.522,2.264
2014-02-15 07:15:00,0.066,1.8,6.04,49.74,2.0
2014-02-15 07:20:00,0.134,1.768,6.257999999999999,43.592,2.218
2014-02-15 07:25:00,0.134,1.858,6.0420000000000025,41.808,3.378
2014-02-15 07:30:00,0.134,1.7380000000000002,6.044,49.36600000000001,2.292
2014-02-15 07:35:00,0.066,1.8,5.816,45.492,2.0780000000000003
2014-02-15 07:40:00,0.134,1.962,6.284,44.29600000000001,2.542
2014-02-15 07:45:00,0.132,1.824,5.602,49.706,2.018
2014-02-15 07:50:00,0.066,1.7719999999999998,6.266,40.868,2.144
2014-02-15 07:55:00,0.134,1.766,6.86,51.808,2.048
2014-02-15 08:00:00,0.134,1.832,5.8039999999999985,48.562,2.296
2014-02-15 08:05:00,0.134,1.822,6.436,41.902,2.164
2014-02-15 08:10:00,0.068,1.938,6.65,53.708,2.366
2014-02-15 08:15:00,0.134,1.7919999999999998,5.228,46.55,2.114
2014-02-15 08:20:00,0.068,1.83,5.846,41.338,3.61
2014-02-15 08:25:00,0.132,1.704,6.0420000000000025,48.36600000000001,2.05
2014-02-15 08:30:00,0.134,1.8,6.047999999999999,41.878,2.376
2014-02-15 08:35:00,0.134,1.76,5.63,52.342,2.066
2014-02-15 08:40:00,0.066,2.008,6.4460000000000015,46.502,2.18
2014-02-15 08:45:00,0.134,1.76,5.86,42.276,2.068
2014-02-15 08:50:00,0.134,1.802,6.252000000000002,50.104,2.214
2014-02-15 08:55:00,0.134,1.756,6.23,45.728,2.048
2014-02-15 09:00:00,0.066,1.838,6.0779999999999985,45.494,2.356
2014-02-15 09:05:00,0.132,1.768,6.252000000000002,48.666,2.108
2014-02-15 09:10:00,0.134,2.026,6.232,48.17,2.3
2014-02-15 09:15:00,0.066,1.798,6.44,44.672,2.044
2014-02-15 09:20:00,0.134,1.764,6.058,45.54,2.312
2014-02-15 09:25:00,0.134,1.774,6.2479999999999976,40.892,3.318
2014-02-15 09:30:00,0.134,1.858,6.047999999999999,50.024,2.258
2014-02-15 09:35:00,0.066,1.73,6.046,45.37600000000001,2.002
2014-02-15 09:40:00,0.134,1.872,6.228,42.746,2.212
2014-02-15 09:45:00,0.134,1.758,6.068,48.076,2.044
2014-02-15 09:50:00,0.132,1.828,6.058,46.69,2.244
2014-02-15 09:55:00,0.134,2.0980000000000003,6.0420000000000025,44.132,2.062
2014-02-15 10:00:00,0.068,1.706,6.238,49.898,2.332
2014-02-15 10:05:00,0.134,1.858,5.648,40.798,2.05
2014-02-15 10:10:00,0.132,1.874,6.85,53.216,2.298
2014-02-15 10:15:00,0.066,1.764,5.81,45.298,3.3
2014-02-15 10:20:00,0.134,1.76,6.058,41.76,2.302
2014-02-15 10:25:00,0.134,1.706,6.06,48.662,2.036
2014-02-15 10:30:00,0.066,1.766,6.047999999999999,45.536,2.2840000000000003
2014-02-15 10:35:00,0.132,1.7919999999999998,5.8279999999999985,45.044,2.152
2014-02-15 10:40:00,0.132,1.876,5.8420000000000005,48.06800000000001,2.2840000000000003
2014-02-15 10:45:00,0.134,1.7919999999999998,6.222,41.77,2.164
2014-02-15 10:50:00,0.134,1.706,6.0539999999999985,51.738,2.25
2014-02-15 10:55:00,0.132,1.86,6.46,47.558,2.126
2014-02-15 11:00:00,0.068,1.732,6.228,43.122,2.326
2014-02-15 11:05:00,0.132,1.764,6.046,50.234,2.134
2014-02-15 11:10:00,0.132,1.976,7.106,47.474,2.316
2014-02-15 11:15:00,0.134,1.892,6.068,43.17,2.114
2014-02-15 11:20:00,0.066,1.636,6.644,47.418,3.5660000000000003
2014-02-15 11:25:00,0.134,1.794,6.454,39.86,2.11
2014-02-15 11:30:00,0.066,1.736,6.478,51.456,2.17
2014-02-15 11:35:00,0.132,1.76,6.25,44.32,1.924
2014-02-15 11:40:00,0.136,1.934,6.644,42.206,2.1180000000000003
2014-02-15 11:45:00,0.134,1.83,6.252000000000002,49.272,2.042
2014-02-15 11:50:00,0.068,1.726,6.482,46.066,2.172
2014-02-15 11:55:00,0.132,1.7719999999999998,6.2620000000000005,45.164,1.944
2014-02-15 12:00:00,0.132,1.866,6.416,49.432,2.292
2014-02-15 12:05:00,0.134,1.766,6.064,40.306,2.0
2014-02-15 12:10:00,0.134,1.996,6.44,53.17,2.17
2014-02-15 12:15:00,0.132,1.8,6.252000000000002,45.416,3.218
2014-02-15 12:20:00,0.066,1.856,6.444,42.05,2.146
2014-02-15 12:25:00,0.134,1.704,6.4579999999999975,50.45,1.946
2014-02-15 12:30:00,0.132,1.798,7.062,47.042,2.158
2014-02-15 12:35:00,0.134,1.764,6.224,44.508,1.94
2014-02-15 12:40:00,0.134,2.092,6.666,47.958,2.202
2014-02-15 12:45:00,0.066,1.6980000000000002,6.282,41.526,1.98
2014-02-15 12:50:00,0.134,1.806,6.416,52.746,2.194
2014-02-15 12:55:00,0.2,1.768,6.478,45.4,1.95
2014-02-15 13:00:00,0.134,1.866,6.644,44.038,2.246
2014-02-15 13:05:00,0.066,1.798,6.25,50.422,2.052
2014-02-15 13:10:00,0.134,2.06,6.45,47.746,2.266
2014-02-15 13:15:00,0.136,1.77,6.2639999999999985,43.662,1.984
2014-02-15 13:20:00,0.134,1.828,7.27,48.544,3.528
2014-02-15 13:25:00,0.066,1.7719999999999998,6.04,40.54,1.996
2014-02-15 13:30:00,0.134,1.8,6.46,51.808,2.214
2014-02-15 13:35:00,0.134,1.794,6.454,46.15,2.03
2014-02-15 13:40:00,0.134,1.976,6.452000000000001,42.042,2.216
2014-02-15 13:45:00,0.134,1.826,6.222,48.69,2.014
2014-02-15 13:50:00,0.134,1.736,6.26,45.95399999999999,2.196
2014-02-15 13:55:00,0.134,1.7919999999999998,6.49,45.328,2.064
2014-02-15 14:00:00,0.134,1.836,6.472,48.544,2.262
2014-02-15 14:05:00,0.066,1.764,6.4620000000000015,40.892,2.06
2014-02-15 14:10:00,0.134,1.994,6.888,55.154,2.306
2014-02-15 14:15:00,0.134,1.84,6.23,43.996,1.982
2014-02-15 14:20:00,0.132,1.834,6.912000000000001,43.052,3.434
2014-02-15 14:25:00,0.134,1.798,5.8320000000000025,48.268,1.946
2014-02-15 14:30:00,0.134,1.826,6.0420000000000025,44.83600000000001,2.152
2014-02-15 14:35:00,0.066,1.7719999999999998,6.432,45.2,1.886
2014-02-15 14:40:00,0.134,1.89,6.478,47.3,2.102
2014-02-15 14:45:00,0.134,1.8,6.272,40.07,1.93
2014-02-15 14:50:00,0.132,1.732,6.232,51.844,2.244
2014-02-15 14:55:00,0.132,1.7619999999999998,6.688,47.432,1.956
2014-02-15 15:00:00,0.134,1.798,6.4460000000000015,43.92,2.234
2014-02-15 15:05:00,0.132,1.766,6.468,50.994,1.994
2014-02-15 15:10:00,0.066,1.976,6.48,48.136,2.158
2014-02-15 15:15:00,0.132,1.83,6.0420000000000025,44.772,1.98
2014-02-15 15:20:00,0.134,1.734,7.056,49.014,3.446
2014-02-15 15:25:00,0.132,1.798,6.47,40.658,2.0
2014-02-15 15:30:00,0.134,1.764,6.2860000000000005,51.578,2.23
2014-02-15 15:35:00,0.068,1.83,6.034,47.3,1.952
2014-02-15 15:40:00,0.134,1.93,6.472,41.79,2.222
2014-02-15 15:45:00,0.134,1.86,6.0420000000000025,52.348,1.974
2014-02-15 15:50:00,0.134,1.704,6.2479999999999976,44.83600000000001,2.242
2014-02-15 15:55:00,0.134,1.798,6.254,44.718,1.974
2014-02-15 16:00:00,0.132,1.832,6.426,49.76600000000001,2.258
2014-02-15 16:05:00,0.204,1.798,5.834,40.4,1.988
2014-02-15 16:10:00,0.066,1.93,6.472,53.404,2.202
2014-02-15 16:15:00,0.132,1.766,5.816,45.024,2.046
2014-02-15 16:20:00,0.134,1.726,6.27,42.254,2.244
2014-02-15 16:25:00,0.066,1.828,6.256,49.496,3.302
2014-02-15 16:30:00,0.134,1.7380000000000002,6.85,46.198,2.236
2014-02-15 16:35:00,0.134,1.732,6.282,44.414,1.942
2014-02-15 16:40:00,0.134,1.968,6.2479999999999976,45.58600000000001,2.15
2014-02-15 16:45:00,0.066,1.734,6.0360000000000005,45.958,2.07
2014-02-15 16:50:00,0.134,1.8,6.016,44.554,2.334
2014-02-15 16:55:00,0.134,1.79,6.07,47.184,2.01
2014-02-15 17:00:00,0.134,1.7380000000000002,6.25,43.092,2.242
2014-02-15 17:05:00,0.132,1.86,6.0420000000000025,53.58600000000001,1.996
2014-02-15 17:10:00,0.134,1.974,6.442,47.288,2.186
2014-02-15 17:15:00,0.134,1.73,6.706,43.162,2.002
2014-02-15 17:20:00,0.066,1.802,6.01,49.108,3.4560000000000004
2014-02-15 17:25:00,0.134,1.76,6.074,46.304,2.03
2014-02-15 17:30:00,0.136,1.8,6.252000000000002,43.356,2.216
2014-02-15 17:35:00,0.134,1.774,5.834,48.076,2.052
2014-02-15 17:40:00,0.066,2.02,6.228,39.554,2.15
2014-02-15 17:45:00,0.134,1.736,5.648,52.418,2.048
2014-02-15 17:50:00,0.134,1.858,6.252000000000002,46.26,2.234
2014-02-15 17:55:00,0.132,1.736,6.0420000000000025,42.152,2.062
2014-02-15 18:00:00,0.134,1.8,7.5,52.37,2.276
2014-02-15 18:05:00,0.134,1.766,5.822,45.47,2.0340000000000003
2014-02-15 18:10:00,0.134,1.998,6.44,46.12600000000001,2.226
2014-02-15 18:15:00,0.068,1.794,6.0420000000000025,46.22,3.29
2014-02-15 18:20:00,0.134,1.774,6.218,40.234,2.218
2014-02-15 18:25:00,0.066,1.8,6.244,52.38399999999999,2.06
2014-02-15 18:30:00,0.132,1.832,6.2479999999999976,45.36,2.226
2014-02-15 18:35:00,0.132,1.732,6.0420000000000025,43.378,2.062
2014-02-15 18:40:00,0.066,2.0340000000000003,6.256,48.802,2.3080000000000003
2014-02-15 18:45:00,0.132,1.732,6.86,40.492,2.052
2014-02-15 18:50:00,0.134,1.8,6.4220000000000015,53.17,2.23
2014-02-15 18:55:00,0.134,1.766,6.0520000000000005,46.12600000000001,2.066
2014-02-15 19:00:00,0.134,1.7619999999999998,6.274,43.51,2.238
2014-02-15 19:05:00,0.134,1.7719999999999998,5.83,50.396,2.04
2014-02-15 19:10:00,0.132,1.96,6.46,48.216,2.2
2014-02-15 19:15:00,0.134,1.804,6.226,44.882,2.064
2014-02-15 19:20:00,0.134,1.89,6.926,47.404,2.3
2014-02-15 19:25:00,0.066,1.67,5.6179999999999986,41.1,3.322
2014-02-15 19:30:00,0.134,1.76,6.266,52.98,2.208
2014-02-15 19:35:00,0.134,1.774,5.81,43.474,1.922
2014-02-15 19:40:00,0.134,1.966,6.0779999999999985,41.106,2.134
2014-02-15 19:45:00,0.066,1.8,5.834,48.334,1.978
2014-02-15 19:50:00,0.132,1.7,5.814,46.478,2.158
2014-02-15 19:55:00,0.132,1.766,6.044,43.544,2.014
2014-02-15 20:00:00,0.134,1.7919999999999998,5.8439999999999985,50.494,2.266
2014-02-15 20:05:00,0.066,1.9,5.8320000000000025,41.228,2.18
2014-02-15 20:10:00,0.136,1.908,6.252000000000002,54.264,2.264
2014-02-15 20:15:00,0.134,1.79,7.08,45.798,2.082
2014-02-15 20:20:00,0.134,1.734,5.8320000000000025,42.324,3.64
2014-02-15 20:25:00,0.132,1.798,5.814,50.986,2.072
2014-02-15 20:30:00,0.068,1.732,5.846,46.604,2.236
2014-02-15 20:35:00,0.132,1.704,5.834,45.706,2.1180000000000003
2014-02-15 20:40:00,0.134,1.966,6.642,48.286,2.326
2014-02-15 20:45:00,0.066,1.824,5.86,40.652,2.056
2014-02-15 20:50:00,0.132,1.666,6.03,53.522,2.268
2014-02-15 20:55:00,0.134,1.7719999999999998,6.276,45.392,2.164
2014-02-15 21:00:00,0.134,1.764,6.028,45.102,2.346
2014-02-15 21:05:00,0.134,1.798,6.046,49.754,37.134
2014-02-15 21:10:00,0.066,1.864,6.276,48.944,61.11600000000001
2014-02-15 21:15:00,0.134,1.764,6.904,44.672,52.378
2014-02-15 21:20:00,0.134,1.766,6.648,47.066,12.268
2014-02-15 21:25:00,0.134,1.732,5.654,41.174,2.802
2014-02-15 21:30:00,0.066,1.766,6.44,52.09,4.034
2014-02-15 21:35:00,0.134,1.892,5.8660000000000005,45.258,3.0660000000000003
2014-02-15 21:40:00,0.066,1.9,6.246,42.764,4.794
2014-02-15 21:45:00,0.134,1.736,5.837999999999999,48.216,2.96
2014-02-15 21:50:00,0.136,1.796,5.9979999999999976,46.726000000000006,2.722
2014-02-15 21:55:00,0.136,1.758,5.862,44.292,2.912
2014-02-15 22:00:00,0.134,1.83,6.6720000000000015,49.484,4.3
2014-02-15 22:05:00,0.066,1.77,7.63667,40.492,3.746
2014-02-15 22:10:00,0.134,1.932,6.034,54.722,2.446
2014-02-15 22:15:00,0.134,1.732,5.648,45.58600000000001,2.05
2014-02-15 22:20:00,0.134,1.834,6.0120000000000005,41.82,3.584
2014-02-15 22:25:00,0.066,1.6980000000000002,5.8320000000000025,48.896,2.116
2014-02-15 22:30:00,0.134,1.798,6.024,46.344,2.33
2014-02-15 22:35:00,0.132,1.724,5.862,45.07,2.136
2014-02-15 22:40:00,0.066,1.938,6.044,45.972,2.35
2014-02-15 22:45:00,0.134,1.73,6.0420000000000025,40.164,2.216
2014-02-15 22:50:00,0.134,1.8,6.266,51.572,2.366
2014-02-15 22:55:00,0.136,1.732,6.022,44.812,2.182
