timestamp,mem_util_ec2_one,mem_util_ec2_two,disk_util_ec2_one,mem_util_ec2_three
2014-04-02 18:09:00,0.068,39.954,0.0,0.102
2014-04-02 18:14:00,0.132,40.516,0.0,0.098
2014-04-02 18:19:00,0.066,45.396,43611800.0,95.16
2014-04-02 18:24:00,0.066,38.188,19225800.0,7.532
2014-04-02 18:29:00,0.066,42.536,36003000.0,76.472
2014-04-02 18:34:00,0.134,38.882,385991000.0,86.22200000000002
2014-04-02 18:39:00,0.068,40.766,107839000.0,94.076
2014-04-02 18:44:00,0.066,40.4,6696960.0,64.882
2014-04-02 18:49:00,0.066,41.808,0.0,0.102
2014-04-02 18:54:00,0.132,42.324,0.0,0.066
2014-04-02 18:59:00,0.066,44.152,0.0,0.102
2014-04-02 19:04:00,0.066,40.234,0.0,0.1
2014-04-02 19:09:00,0.134,40.892,0.0,0.1
2014-04-02 19:14:00,0.066,41.494,1376260.0,9.866
2014-04-02 19:19:00,0.066,40.61,19660.8,0.1
2014-04-02 19:24:00,0.068,42.484,0.0,0.1
2014-04-02 19:29:00,0.132,38.774,0.0,0.068
2014-04-02 19:34:00,0.066,45.14,0.0,0.1
2014-04-02 19:39:00,0.066,40.122,0.0,0.066
2014-04-02 19:44:00,0.066,41.01,0.0,0.1
2014-04-02 19:49:00,0.066,43.708,0.0,0.1
2014-04-02 19:54:00,0.134,40.61,0.0,0.102
2014-04-02 19:59:00,0.066,43.49800000000001,0.0,0.068
2014-04-02 20:04:00,0.066,42.606,0.0,0.102
2014-04-02 20:09:00,0.132,46.362,0.0,0.102
2014-04-02 20:14:00,0.066,40.306,0.0,0.068
2014-04-02 20:19:00,0.068,46.478,0.0,0.098
2014-04-02 20:24:00,0.068,38.808,0.0,0.102
2014-04-02 20:29:00,0.132,41.878,0.0,0.1
2014-04-02 20:34:00,0.066,44.254,0.0,0.102
2014-04-02 20:39:00,0.066,41.57,0.0,0.066
2014-04-02 20:44:00,0.066,39.206,0.0,0.102
2014-04-02 20:49:00,0.134,40.482,0.0,0.102
2014-04-02 20:54:00,0.066,43.594,0.0,0.068
2014-04-02 20:59:00,0.066,41.808,0.0,0.1
2014-04-02 21:04:00,0.132,40.752,0.0,0.102
2014-04-02 21:09:00,0.066,46.31399999999999,0.0,0.102
2014-04-02 21:14:00,0.066,38.99,0.0,0.102
2014-04-02 21:19:00,0.066,41.666,0.0,0.068
2014-04-02 21:24:00,0.066,39.39,0.0,0.1
2014-04-02 21:29:00,0.134,40.812,20512800.0,34.431999999999995
2014-04-02 21:34:00,0.068,42.20399999999999,51529300.0,92.866
2014-04-02 21:39:00,0.066,44.95399999999999,430348000.0,91.156
2014-04-02 21:44:00,0.066,41.55,36686200.0,89.1
2014-04-02 21:49:00,0.134,42.09,1443430.0,15.3
2014-04-02 21:54:00,0.066,42.178,0.0,0.1
2014-04-02 21:59:00,0.066,43.24,3276.8,0.234
2014-04-02 22:04:00,0.134,38.27,667648.0,1.068
2014-04-02 22:09:00,0.066,42.206,46249600.0,97.77
2014-04-02 22:14:00,0.066,44.15600000000001,452547000.0,80.834
2014-04-02 22:19:00,0.066,41.332,34741500.0,93.612
2014-04-02 22:24:00,0.134,42.276,3342340.0,51.61
2014-04-02 22:29:00,0.066,41.15,0.0,0.068
2014-04-02 22:34:00,0.066,41.648,20099100.0,63.90600000000001
2014-04-02 22:39:00,0.066,41.298,332104000.0,83.068
2014-04-02 22:44:00,0.134,38.616,146865000.0,97.164
2014-04-02 22:49:00,0.068,41.15,38238600.0,74.748
2014-04-02 22:54:00,0.066,44.718,28672.0,6.166
2014-04-02 22:59:00,0.134,41.924,0.0,0.102
2014-04-02 23:04:00,0.066,42.042,0.0,0.066
2014-04-02 23:09:00,0.066,42.536,0.0,0.1
2014-04-02 23:14:00,0.066,45.164,0.0,0.098
2014-04-02 23:19:00,0.066,39.142,0.0,0.068
2014-04-02 23:24:00,0.134,41.0,0.0,0.102
2014-04-02 23:29:00,0.066,40.576,0.0,0.102
2014-04-02 23:34:00,0.066,44.234,0.0,0.102
2014-04-02 23:39:00,0.066,42.816,0.0,0.1
2014-04-02 23:44:00,0.066,41.31399999999999,0.0,0.068
2014-04-02 23:49:00,0.134,40.156,0.0,0.098
2014-04-02 23:54:00,0.062,45.684,0.0,0.1
2014-04-02 23:59:00,0.132,39.508,0.0,0.1
2014-04-03 00:04:00,0.066,42.36,0.0,0.102
2014-04-03 00:09:00,0.068,46.882,0.0,0.098
2014-04-03 00:14:00,0.066,40.188,0.0,0.102
2014-04-03 00:19:00,0.066,40.576,1543370.0,9.904
2014-04-03 00:24:00,0.134,41.924,0.0,0.102
2014-04-03 00:29:00,0.068,40.68,0.0,0.1
2014-04-03 00:34:00,0.066,39.152,0.0,0.1
2014-04-03 00:39:00,0.066,45.0,0.0,0.068
2014-04-03 00:44:00,0.066,38.898,20086000.0,55.354
2014-04-03 00:49:00,0.134,41.69,236052000.0,87.164
2014-04-03 00:54:00,0.068,43.56800000000001,243388000.0,97.528
2014-04-03 00:59:00,0.068,42.23,38255000.0,76.988
2014-04-03 01:04:00,0.134,42.3,26214.4,8.372
2014-04-03 01:09:00,0.066,44.328,0.0,0.068
2014-04-03 01:14:00,0.068,40.172,0.0,0.102
2014-04-03 01:19:00,0.066,41.292,0.0,0.1
2014-04-03 01:24:00,0.066,44.812,0.0,0.066
2014-04-03 01:29:00,0.134,43.17,0.0,0.1
2014-04-03 01:34:00,0.066,42.7,0.0,0.102
2014-04-03 01:39:00,0.066,45.716,0.0,0.068
2014-04-03 01:44:00,0.068,39.202,0.0,0.1
2014-04-03 01:49:00,0.134,41.572,0.0,0.102
2014-04-03 01:54:00,0.066,44.164,0.0,0.068
2014-04-03 01:59:00,0.066,40.798,0.0,0.1
2014-04-03 02:04:00,0.136,42.066,0.0,0.1
2014-04-03 02:09:00,0.068,43.708,0.0,0.102
2014-04-03 02:14:00,0.066,41.22,0.0,0.1
2014-04-03 02:19:00,0.066,41.394,0.0,0.066
2014-04-03 02:24:00,0.068,41.996,0.0,0.1
2014-04-03 02:29:00,0.134,40.102,0.0,0.1
2014-04-03 02:34:00,0.066,42.37,0.0,0.068
2014-04-03 02:39:00,0.066,38.858,0.0,0.1
2014-04-03 02:44:00,0.066,42.16,0.0,0.1
2014-04-03 02:49:00,0.132,41.422,0.0,0.068
2014-04-03 02:54:00,0.066,43.146,0.0,0.1
2014-04-03 02:59:00,0.134,40.54,0.0,0.068
2014-04-03 03:04:00,0.066,43.988,0.0,0.1
2014-04-03 03:09:00,1.4,41.12600000000001,0.0,0.066
2014-04-03 03:14:00,0.068,40.868,0.0,0.102
2014-04-03 03:19:00,0.066,46.478,0.0,0.102
2014-04-03 03:24:00,0.066,41.76,0.0,0.068
2014-04-03 03:29:00,0.132,43.538,0.0,0.1
2014-04-03 03:34:00,0.066,44.014,0.0,0.102
2014-04-03 03:39:00,0.066,44.40600000000001,0.0,0.068
2014-04-03 03:44:00,0.068,38.25,0.0,0.102
2014-04-03 03:49:00,0.066,41.022,0.0,0.066
2014-04-03 03:54:00,0.132,43.926,0.0,0.102
2014-04-03 03:59:00,0.066,39.578,0.0,0.102
2014-04-03 04:04:00,0.068,43.63800000000001,0.0,0.066
2014-04-03 04:09:00,0.066,44.578,0.0,0.102
2014-04-03 04:14:00,0.134,38.92,0.0,0.068
2014-04-03 04:19:00,0.066,40.538,0.0,0.1
2014-04-03 04:24:00,0.134,43.49800000000001,0.0,0.1
2014-04-03 04:29:00,0.066,39.468,0.0,0.068
2014-04-03 04:34:00,0.132,39.366,0.0,0.102
2014-04-03 04:39:00,0.066,42.49800000000001,0.0,0.066
2014-04-03 04:44:00,0.066,38.826,0.0,0.102
2014-04-03 04:49:00,0.066,41.182,0.0,0.1
2014-04-03 04:54:00,0.134,42.86600000000001,0.0,0.068
2014-04-03 04:59:00,0.066,40.932,0.0,0.102
2014-04-03 05:04:00,0.066,42.538,0.0,0.102
2014-04-03 05:09:00,0.068,47.37,0.0,0.068
2014-04-03 05:14:00,0.066,38.81,3957560.0,27.704
2014-04-03 05:19:00,0.134,45.114,3855160.0,59.966
2014-04-03 05:24:00,0.066,45.438,2457.6,0.102
2014-04-03 05:29:00,0.066,42.864,0.0,0.1
2014-04-03 05:34:00,0.066,44.738,0.0,0.1
2014-04-03 05:39:00,0.066,46.43,0.0,0.068
2014-04-03 05:44:00,0.134,41.028,0.0,0.102
2014-04-03 05:49:00,0.066,40.362,0.0,0.102
2014-04-03 05:54:00,0.068,46.26600000000001,0.0,0.068
2014-04-03 05:59:00,0.134,39.342,0.0,0.102
2014-04-03 06:04:00,0.068,44.24800000000001,19698500.0,14.566
2014-04-03 06:09:00,0.066,42.63,43914900.0,92.904
2014-04-03 06:14:00,0.066,42.77,435383000.0,88.82600000000002
2014-04-03 06:19:00,0.066,43.944,36510100.0,91.586
2014-04-03 06:24:00,0.066,40.774,1776030.0,36.096
2014-04-03 06:29:00,0.134,43.728,0.0,0.102
2014-04-03 06:34:00,0.068,48.756,0.0,0.068
2014-04-03 06:39:00,0.066,41.29,19983600.0,41.698
2014-04-03 06:44:00,0.066,41.572,132781000.0,89.448
2014-04-03 06:49:00,0.068,42.262,346201000.0,94.734
2014-04-03 06:54:00,0.134,45.6,36318400.0,84.742
2014-04-03 06:59:00,0.068,41.15,1540100.0,13.874
2014-04-03 07:04:00,0.066,44.302,0.0,0.1
2014-04-03 07:09:00,0.132,41.972,0.0,0.068
2014-04-03 07:14:00,0.066,42.324,0.0,0.098
2014-04-03 07:19:00,0.066,43.028,0.0,0.1
2014-04-03 07:24:00,0.068,44.648,0.0,0.134
2014-04-03 07:29:00,0.066,43.404,0.0,0.066
2014-04-03 07:34:00,0.134,38.052,0.0,0.1
2014-04-03 07:39:00,0.068,41.338,0.0,0.102
2014-04-03 07:44:00,0.066,40.602,0.0,0.1
2014-04-03 07:49:00,0.066,40.61,0.0,0.066
2014-04-03 07:54:00,0.066,42.18,0.0,0.102
2014-04-03 07:59:00,0.132,40.446,0.0,0.1
2014-04-03 08:04:00,0.066,45.188,42213400.0,85.03399999999998
2014-04-03 08:09:00,0.068,44.132,405453000.0,85.18799999999997
2014-04-03 08:14:00,0.132,41.644,84475100.0,92.804
2014-04-03 08:19:00,0.066,39.24800000000001,6103860.0,63.374
2014-04-03 08:24:00,0.066,42.042,0.0,0.102
2014-04-03 08:29:00,0.066,40.364,0.0,0.1
2014-04-03 08:34:00,0.066,42.182,0.0,0.068
2014-04-03 08:39:00,0.134,38.79,0.0,0.1
2014-04-03 08:44:00,0.066,42.04,0.0,0.1
2014-04-03 08:49:00,0.066,43.38,0.0,0.102
2014-04-03 08:54:00,0.066,41.08,42166700.0,81.764
2014-04-03 08:59:00,0.134,40.68,375552000.0,83.39200000000002
2014-04-03 09:04:00,0.066,41.878,113622000.0,94.176
2014-04-03 09:09:00,0.066,46.488,6631420.0,68.884
2014-04-03 09:14:00,0.066,38.028,8192.0,0.1
2014-04-03 09:19:00,0.134,40.916,0.0,0.102
2014-04-03 09:24:00,0.066,40.822,0.0,0.066
2014-04-03 09:29:00,0.066,41.864,0.0,0.102
2014-04-03 09:34:00,0.068,41.456,0.0,0.102
2014-04-03 09:39:00,0.068,44.804,0.0,0.1
2014-04-03 09:44:00,0.132,38.99,0.0,0.1
2014-04-03 09:49:00,0.066,40.57,0.0,0.068
2014-04-03 09:54:00,0.066,45.164,0.0,0.102
2014-04-03 09:59:00,0.134,38.316,0.0,0.068
2014-04-03 10:04:00,0.066,42.112,18841.6,0.268
2014-04-03 10:09:00,0.066,42.488,0.0,0.1
2014-04-03 10:14:00,0.068,38.592,0.0,0.1
2014-04-03 10:19:00,0.066,40.492,0.0,0.102
2014-04-03 10:24:00,0.066,41.74800000000001,0.0,0.068
2014-04-03 10:29:00,0.134,43.286,0.0,0.102
2014-04-03 10:34:00,0.066,41.69,0.0,0.1
2014-04-03 10:39:00,0.066,45.702,0.0,0.068
2014-04-03 10:44:00,0.066,38.85,0.0,0.102
2014-04-03 10:49:00,0.134,38.592,0.0,0.102
2014-04-03 10:54:00,0.066,42.066,0.0,0.068
2014-04-03 10:59:00,0.066,43.094,0.0,0.1
2014-04-03 11:04:00,0.134,40.442,0.0,0.068
2014-04-03 11:09:00,0.066,45.282,0.0,0.1
2014-04-03 11:14:00,0.066,38.826,0.0,0.1
2014-04-03 11:19:00,0.066,41.948,0.0,0.068
2014-04-03 11:24:00,0.068,37.746,0.0,0.1
2014-04-03 11:29:00,0.134,40.282,0.0,0.068
2014-04-03 11:34:00,0.066,43.98,0.0,0.1
2014-04-03 11:39:00,0.068,43.176,0.0,0.102
2014-04-03 11:44:00,0.066,38.99800000000001,0.0,0.068
2014-04-03 11:49:00,0.134,43.146,0.0,0.102
2014-04-03 11:54:00,0.066,42.816,0.0,0.1
2014-04-03 11:59:00,0.066,40.47,0.0,0.068
2014-04-03 12:04:00,0.132,43.192,0.0,0.102
2014-04-03 12:09:00,0.066,41.666,0.0,0.098
2014-04-03 12:14:00,0.068,38.756,0.0,0.068
2014-04-03 12:19:00,0.066,40.22,0.0,0.1
2014-04-03 12:24:00,0.066,40.564,0.0,0.1
2014-04-03 12:29:00,0.134,41.62,0.0,0.066
2014-04-03 12:34:00,0.066,39.108,0.0,0.102
2014-04-03 12:39:00,0.066,42.018,0.0,0.068
2014-04-03 12:44:00,0.066,38.49800000000001,0.0,0.1
2014-04-03 12:49:00,0.136,43.04600000000001,0.0,0.102
2014-04-03 12:54:00,0.066,39.954,0.0,0.068
2014-04-03 12:59:00,0.066,43.226000000000006,0.0,0.102
2014-04-03 13:04:00,0.134,42.348,0.0,0.066
2014-04-03 13:09:00,0.066,41.456,0.0,0.098
2014-04-03 13:14:00,0.066,39.508,0.0,0.102
2014-04-03 13:19:00,0.068,41.032,0.0,0.068
2014-04-03 13:24:00,0.134,40.634,0.0,0.1
2014-04-03 13:29:00,0.068,41.994,0.0,0.1
2014-04-03 13:34:00,0.066,45.798,0.0,0.066
2014-04-03 13:39:00,0.066,39.624,0.0,0.102
2014-04-03 13:44:00,0.132,42.37600000000001,0.0,0.1
2014-04-03 13:49:00,0.066,40.634,0.0,0.068
2014-04-03 13:54:00,0.066,41.31399999999999,0.0,0.1
2014-04-03 13:59:00,0.134,40.634,0.0,0.098
2014-04-03 14:04:00,0.068,42.84,0.0,0.066
2014-04-03 14:09:00,0.068,40.306,0.0,0.102
2014-04-03 14:14:00,0.066,40.564,0.0,0.1
2014-04-03 14:19:00,0.066,40.704,0.0,0.1
2014-04-03 14:24:00,0.132,42.16,0.0,0.066
2014-04-03 14:29:00,0.066,39.264,0.0,0.102
2014-04-03 14:34:00,0.066,44.178,0.0,0.1
2014-04-03 14:39:00,0.068,38.494,0.0,0.068
2014-04-03 14:44:00,0.202,41.962,0.0,0.1
2014-04-03 14:49:00,0.066,40.586,0.0,0.102
2014-04-03 14:54:00,0.066,43.732,0.0,0.098
2014-04-03 14:59:00,0.134,39.32,0.0,0.068
2014-04-03 15:04:00,0.066,42.556,0.0,0.1
2014-04-03 15:09:00,0.068,40.822,0.0,0.1
2014-04-03 15:14:00,0.066,43.404,0.0,0.066
2014-04-03 15:19:00,0.134,43.334,0.0,0.098
2014-04-03 15:24:00,0.066,42.02,0.0,0.102
2014-04-03 15:29:00,0.066,39.414,0.0,0.068
2014-04-03 15:34:00,0.066,42.736,0.0,0.1
2014-04-03 15:39:00,0.134,42.19600000000001,0.0,0.1
2014-04-03 15:44:00,0.068,38.99,0.0,0.068
2014-04-03 15:49:00,0.068,40.822,0.0,0.1
2014-04-03 15:54:00,0.066,42.324,0.0,0.1
2014-04-03 15:59:00,0.132,40.592,0.0,0.066
2014-04-03 16:04:00,0.066,42.846,0.0,0.102
2014-04-03 16:09:00,0.066,46.784,0.0,0.102
2014-04-03 16:14:00,0.066,36.784,0.0,0.068
2014-04-03 16:19:00,0.132,40.936,0.0,0.102
2014-04-03 16:24:00,0.066,41.832,0.0,0.098
2014-04-03 16:29:00,0.068,43.672,0.0,0.064
2014-04-03 16:34:00,0.066,39.08,0.0,0.102
2014-04-03 16:39:00,0.134,41.582,20191600.0,70.074
2014-04-03 16:44:00,0.068,39.442,383121000.0,84.448
2014-04-03 16:49:00,0.066,42.018,98751300.0,96.396
2014-04-03 16:54:00,0.066,40.736,36441300.0,71.288
2014-04-03 16:59:00,0.134,42.394,27852.8,4.3039999999999985
2014-04-03 17:04:00,0.066,40.04,0.0,0.1
2014-04-03 17:09:00,0.066,44.374,42165000.0,82.352
2014-04-03 17:14:00,0.066,41.804,382501000.0,85.35
2014-04-03 17:19:00,0.134,39.236,106686000.0,92.738
2014-04-03 17:24:00,0.066,40.446,6131710.0,66.72800000000001
2014-04-03 17:29:00,0.066,42.442,0.0,0.102
2014-04-03 17:34:00,0.066,40.452,0.0,0.098
2014-04-03 17:39:00,0.134,45.418,0.0,0.102
2014-04-03 17:44:00,0.068,38.076,0.0,0.102
2014-04-03 17:49:00,0.066,40.798,0.0,0.068
2014-04-03 17:54:00,0.066,43.602,0.0,0.1
2014-04-03 17:59:00,0.136,39.574,0.0,0.098
2014-04-03 18:04:00,0.068,40.69,0.0,0.1
2014-04-03 18:09:00,0.066,43.968,0.0,0.066
2014-04-03 18:14:00,0.134,41.198,0.0,0.1
2014-04-03 18:19:00,0.066,43.15,18841.6,0.304
2014-04-03 18:24:00,0.066,42.23,0.0,0.098
2014-04-03 18:29:00,0.066,44.56,0.0,0.098
2014-04-03 18:34:00,0.132,40.422,0.0,0.064
2014-04-03 18:39:00,0.066,41.01,0.0,0.098
2014-04-03 18:44:00,0.066,38.544,0.0,0.1
2014-04-03 18:49:00,0.066,40.438,0.0,0.1
2014-04-03 18:54:00,0.066,42.29,0.0,0.1
2014-04-03 18:59:00,0.134,40.576,36198000.0,76.33800000000002
2014-04-03 19:04:00,0.066,41.262,325132000.0,83.70200000000001
2014-04-03 19:09:00,0.066,44.15600000000001,141010000.0,94.232
2014-04-03 19:14:00,0.066,42.724,35088000.0,73.16199999999998
2014-04-03 19:19:00,0.134,36.73,25395.2,1.666
2014-04-03 19:24:00,0.068,45.47,0.0,0.102
2014-04-03 19:29:00,0.066,38.56800000000001,0.0,0.1
2014-04-03 19:34:00,0.066,44.062,0.0,0.066
2014-04-03 19:39:00,0.134,41.552,0.0,0.102
2014-04-03 19:44:00,0.068,41.256,0.0,0.1
2014-04-03 19:49:00,0.066,43.544,0.0,0.1
2014-04-03 19:54:00,0.066,42.816,0.0,0.098
2014-04-03 19:59:00,0.134,42.91,0.0,0.068
2014-04-03 20:04:00,0.068,41.15,0.0,0.102
2014-04-03 20:09:00,0.066,40.846,0.0,0.098
2014-04-03 20:14:00,0.066,42.212,19975400.0,35.118
2014-04-03 20:19:00,0.134,41.808,51028800.0,92.422
2014-04-03 20:24:00,0.066,43.192,428073000.0,89.13600000000002
2014-04-03 20:29:00,0.066,41.738,113367000.0,88.044
2014-04-03 20:34:00,0.068,38.934,1924300.0,28.734
2014-04-03 20:39:00,0.134,40.816,0.0,0.1
2014-04-03 20:44:00,0.066,40.542,0.0,0.066
2014-04-03 20:49:00,0.068,43.48,0.0,0.102
2014-04-03 20:54:00,0.068,42.02,0.0,0.1
2014-04-03 20:59:00,0.136,43.33600000000001,0.0,0.098
2014-04-03 21:04:00,0.066,37.5,0.0,0.098
2014-04-03 21:09:00,0.068,42.456,0.0,0.066
2014-04-03 21:14:00,0.068,40.64,0.0,0.1
2014-04-03 21:19:00,0.132,42.418,0.0,0.098
2014-04-03 21:24:00,0.066,42.20399999999999,0.0,0.1
2014-04-03 21:29:00,0.066,42.35,20155600.0,57.01
2014-04-03 21:34:00,0.068,42.136,194304000.0,85.39399999999998
2014-04-03 21:39:00,0.068,40.14,285843000.0,97.366
2014-04-03 21:44:00,0.132,39.742,38529400.0,78.89
2014-04-03 21:49:00,0.066,40.63800000000001,20228500.0,75.3
2014-04-03 21:54:00,0.066,42.488,277112000.0,84.132
2014-04-03 21:59:00,0.134,39.28,204003000.0,97.442
2014-04-03 22:04:00,0.066,31.382,37994500.0,75.226
2014-04-03 22:09:00,0.066,34.85,27852.8,8.332
2014-04-03 22:14:00,0.066,34.594,17203.2,1.052
2014-04-03 22:19:00,0.066,38.286,0.0,0.098
2014-04-03 22:24:00,0.134,32.794000000000004,0.0,0.066
2014-04-03 22:29:00,0.066,31.408,0.0,0.102
2014-04-03 22:34:00,0.066,33.251999999999995,0.0,0.098
2014-04-03 22:39:00,0.068,33.364000000000004,0.0,0.102
2014-04-03 22:44:00,0.066,33.268,0.0,0.068
2014-04-03 22:49:00,0.134,34.226,0.0,0.098
2014-04-03 22:54:00,0.068,36.666,0.0,0.102
2014-04-03 22:59:00,0.066,36.566,0.0,0.1
2014-04-03 23:04:00,0.134,30.634,955187.0,1.832
2014-04-03 23:09:00,0.066,35.728,45953000.0,99.016
2014-04-03 23:14:00,0.066,35.026,452574000.0,85.57799999999997
2014-04-03 23:19:00,0.066,36.292,35504100.0,92.564
2014-04-03 23:24:00,0.066,30.09800000000001,2542800.0,51.056
2014-04-03 23:29:00,0.134,33.346,0.0,0.102
2014-04-03 23:34:00,0.066,33.334,0.0,0.102
2014-04-03 23:39:00,0.068,33.874,0.0,0.066
2014-04-03 23:44:00,0.066,37.982,0.0,0.1
2014-04-03 23:49:00,0.132,28.616,0.0,0.102
2014-04-03 23:54:00,0.07200000000000001,36.198,0.0,0.1
2014-04-03 23:59:00,0.066,32.296,0.0,0.068
2014-04-04 00:04:00,0.134,36.266,0.0,0.102
2014-04-04 00:09:00,0.066,34.742,0.0,0.102
2014-04-04 00:14:00,0.066,35.516,0.0,0.1
2014-04-04 00:19:00,0.066,31.41,20034400.0,45.106
2014-04-04 00:24:00,0.066,35.868,148120000.0,88.398
2014-04-04 00:29:00,0.132,32.888000000000005,330980000.0,92.802
2014-04-04 00:34:00,0.066,33.45,36744400.0,87.72
2014-04-04 00:39:00,0.066,33.122,1699840.0,16.736
2014-04-04 00:44:00,0.066,33.356,0.0,0.102
2014-04-04 00:49:00,0.066,35.0,0.0,0.068
2014-04-04 00:54:00,0.134,32.888000000000005,0.0,0.102
2014-04-04 00:59:00,0.066,33.258,0.0,0.1
2014-04-04 01:04:00,0.132,34.87,0.0,0.066
2014-04-04 01:09:00,0.066,37.536,0.0,0.1
2014-04-04 01:14:00,0.134,32.534,0.0,0.102
2014-04-04 01:19:00,0.066,33.216,32768.0,1.4340000000000002
2014-04-04 01:24:00,0.134,37.834,0.0,0.068
2014-04-04 01:29:00,0.066,25.25800000000001,0.0,0.102
2014-04-04 01:34:00,0.068,2.7,0.0,0.068
2014-04-04 01:39:00,0.068,2.6060000000000003,0.0,0.102
2014-04-04 01:44:00,0.066,2.77,0.0,0.1
2014-04-04 01:49:00,0.134,2.5980000000000003,0.0,0.068
2014-04-04 01:54:00,0.066,4.352,0.0,0.136
2014-04-04 01:59:00,0.068,2.77,0.0,0.068
2014-04-04 02:04:00,0.134,2.722,0.0,0.102
2014-04-04 02:09:00,0.066,4.132,0.0,0.1
2014-04-04 02:14:00,0.066,2.7,0.0,0.066
2014-04-04 02:19:00,0.068,2.676,0.0,0.102
2014-04-04 02:24:00,0.134,2.794,0.0,0.102
2014-04-04 02:29:00,0.066,2.582,0.0,0.066
2014-04-04 02:34:00,0.068,2.676,0.0,0.1
2014-04-04 02:39:00,0.066,2.512,0.0,0.1
2014-04-04 02:44:00,0.066,2.724,0.0,0.1
2014-04-04 02:49:00,0.132,2.676,0.0,0.1
2014-04-04 02:54:00,0.066,4.414,0.0,0.102
2014-04-04 02:59:00,0.066,2.84,0.0,0.102
2014-04-04 03:04:00,0.132,2.912,0.0,0.066
2014-04-04 03:09:00,0.066,6.22,0.0,0.102
2014-04-04 03:14:00,0.066,2.724,0.0,0.1
2014-04-04 03:19:00,0.066,2.8160000000000003,0.0,0.068
2014-04-04 03:24:00,0.066,2.6060000000000003,0.0,0.102
2014-04-04 03:29:00,0.134,2.724,0.0,0.098
2014-04-04 03:34:00,0.066,2.6060000000000003,0.0,0.102
2014-04-04 03:39:00,0.066,2.7,0.0,0.066
2014-04-04 03:44:00,0.066,2.724,0.0,0.102
2014-04-04 03:49:00,0.132,2.596,0.0,0.068
2014-04-04 03:54:00,0.066,4.352,0.0,0.102
2014-04-04 03:59:00,0.068,2.77,0.0,0.1
2014-04-04 04:04:00,0.134,2.8160000000000003,0.0,0.068
2014-04-04 04:09:00,0.066,4.038,0.0,0.1
2014-04-04 04:14:00,0.068,2.794,0.0,0.068
2014-04-04 04:19:00,0.066,2.724,0.0,0.1
2014-04-04 04:24:00,0.066,2.722,0.0,0.1
2014-04-04 04:29:00,1.466,2.768,0.0,0.068
2014-04-04 04:34:00,0.066,2.77,0.0,0.102
2014-04-04 04:39:00,0.134,2.6060000000000003,0.0,0.068
2014-04-04 04:44:00,0.066,2.668,0.0,0.102
2014-04-04 04:49:00,0.066,2.662,0.0,0.102
2014-04-04 04:54:00,0.066,4.4,0.0,0.068
2014-04-04 04:59:00,0.134,2.756,0.0,0.102
