timestamp,net_util_ec2_one,cpu_util_ec2_one,req_count_ec2_one,rds_util_ec2_one
2014-04-10 03:34:00,233821.0,93.338,44.0,14.334
2014-04-10 03:39:00,239067.0,93.458,30.0,14.0
2014-04-10 03:44:00,229348.0,92.166,4.0,14.694
2014-04-10 03:49:00,233914.0,91.584,4.0,14.334
2014-04-10 03:54:00,245289.0,94.33,79.0,14.002
2014-04-10 03:59:00,3201090.0,95.084,83.0,13.716
2014-04-10 04:04:00,249867.0,93.958,3.0,13.962
2014-04-10 04:09:00,3207780.0,94.714,21.0,13.998
2014-04-10 04:14:00,241860.0,92.232,33.0,14.002
2014-04-10 04:19:00,220347.0,95.2,72.0,14.0
2014-04-10 04:24:00,244003.0,92.458,87.0,13.332
2014-04-10 04:29:00,3223880.0,94.444,190.0,14.336
2014-04-10 04:34:00,1046040.0,86.736,10.0,13.708
2014-04-10 04:39:00,1477550.0,93.072,44.0,13.998
2014-04-10 04:44:00,239252.0,95.876,24.0,13.664
2014-04-10 04:49:00,245477.0,93.994,32.0,13.666
2014-04-10 04:54:00,233018.0,94.104,111.0,13.958
2014-04-10 04:59:00,3213870.0,93.75,106.0,13.716
2014-04-10 05:04:00,241929.0,90.852,49.0,14.306
2014-04-10 05:09:00,3208820.0,89.584,56.0,13.332
2014-04-10 05:14:00,236597.0,94.542,79.0,13.618
2014-04-10 05:19:00,239443.0,91.974,42.0,13.666
2014-04-10 05:24:00,244422.0,93.0,112.0,14.0
2014-04-10 05:29:00,225751.0,92.262,21.0,14.0
2014-04-10 05:34:00,250915.0,93.25,48.0,13.334
2014-04-10 05:39:00,223452.0,93.624,48.0,13.998
2014-04-10 05:44:00,248468.0,93.436,91.0,14.0
2014-04-10 05:49:00,223264.0,92.774,191.0,14.668
2014-04-10 05:54:00,248395.0,91.624,8.0,13.666
2014-04-10 05:59:00,3213880.0,93.042,25.0,13.668
2014-04-10 06:04:00,252731.0,91.542,93.0,14.332
2014-04-10 06:09:00,3197710.0,93.748,37.0,14.334
2014-04-10 06:14:00,244921.0,93.042,24.0,13.336
2014-04-10 06:19:00,236245.0,92.8,35.0,13.666
2014-04-10 06:24:00,241661.0,90.11,45.0,13.994000000000002
2014-04-10 06:29:00,239502.0,94.644,11.0,14.056
2014-04-10 06:34:00,226975.0,90.542,50.0,14.636
2014-04-10 06:39:00,236693.0,93.292,3.0,14.384
2014-04-10 06:44:00,227811.0,91.14,75.0,13.308
2014-04-10 06:49:00,252527.0,91.126,79.0,14.334
2014-04-10 06:54:00,246855.0,91.5,22.0,13.334
2014-04-10 06:59:00,3304330.0,95.042,143.0,14.366
2014-04-10 07:04:00,247814.0,95.712,24.0,14.0
2014-04-10 07:09:00,3344340.0,91.506,222.0,14.0
2014-04-10 07:14:00,162030.0,94.9625,57.0,13.668
2014-04-10 07:19:00,231891.0,91.848,10.0,14.0
2014-04-10 07:24:00,245066.0,92.416,46.0,13.74
2014-04-10 07:29:00,215014.0,95.126,6.0,13.968
2014-04-10 07:34:00,256753.0,93.584,60.0,13.666
2014-04-10 07:39:00,214400.0,93.834,30.0,14.0
2014-04-10 07:44:00,252184.0,94.708,17.0,13.33
2014-04-10 07:49:00,227100.0,94.5,11.0,14.0
2014-04-10 07:54:00,257610.0,93.452,107.0,13.952
2014-04-10 07:59:00,3244530.0,88.086,120.0,16.0
2014-04-10 08:04:00,226090.0,91.08,4.0,14.0
2014-04-10 08:09:00,3223170.0,89.584,150.0,13.344
2014-04-10 08:14:00,243799.0,91.238,90.0,13.668
2014-04-10 08:19:00,223899.0,91.932,52.0,14.0
2014-04-10 08:24:00,242690.0,89.458,35.0,13.334
2014-04-10 08:29:00,243337.0,87.75,8.0,14.668
2014-04-10 08:34:00,237122.0,92.666,5.0,14.084
2014-04-10 08:39:00,244758.0,94.5,167.0,13.646
2014-04-10 08:44:00,234992.0,92.162,139.0,13.334
2014-04-10 08:49:00,245196.0,92.648,54.0,14.0
2014-04-10 08:54:00,235424.0,94.352,3.0,13.0
2014-04-10 08:59:00,3235630.0,92.916,102.0,13.666
2014-04-10 09:04:00,230811.0,90.874,12.0,14.334
2014-04-10 09:09:00,3222420.0,92.334,17.0,13.666
2014-04-10 09:14:00,248917.0,93.75,66.0,14.29
2014-04-10 09:19:00,231741.0,93.77,94.0,14.0
2014-04-10 09:24:00,249645.0,93.48,6.0,13.386
2014-04-10 09:29:00,232232.0,94.22,102.0,14.0
2014-04-10 09:34:00,250527.0,94.014,82.0,13.658
2014-04-10 09:39:00,236964.0,94.666,45.0,13.318
2014-04-10 09:44:00,239944.0,94.516,8.0,13.666
2014-04-10 09:49:00,225171.0,96.75,3.0,13.34
2014-04-10 09:54:00,258593.0,93.834,107.0,13.334
2014-04-10 09:59:00,3208930.0,91.666,15.0,13.666
2014-04-10 10:04:00,234706.0,90.8,9.0,12.998
2014-04-10 10:09:00,3233600.0,96.042,1.0,14.332
2014-04-10 10:14:00,240440.0,85.42200000000003,61.0,13.668
2014-04-10 10:19:00,248880.0,91.73,50.0,13.666
2014-04-10 10:24:00,230407.0,90.61,86.0,13.332
2014-04-10 10:29:00,251796.0,90.25,69.0,13.322
2014-04-10 10:34:00,232703.0,90.03399999999998,5.0,13.668
2014-04-10 10:39:00,249573.0,89.33200000000002,59.0,14.0
2014-04-10 10:44:00,217737.0,91.766,34.0,13.332
2014-04-10 10:49:00,239745.0,94.084,95.0,14.0
2014-04-10 10:54:00,4119680.0,91.6525,80.0,13.286
2014-04-10 10:59:00,226480.0,93.75,146.0,12.998
2014-04-10 11:04:00,251084.0,93.718,72.0,13.666
2014-04-10 11:09:00,3206870.0,94.112,44.0,13.666
2014-04-10 11:14:00,240960.0,93.466,105.0,13.334
2014-04-10 11:19:00,238029.0,95.416,68.0,13.69
2014-04-10 11:24:00,248519.0,94.5,40.0,13.286
2014-04-10 11:29:00,236986.0,96.674,14.0,14.334
2014-04-10 11:34:00,234174.0,93.212,6.0,12.99
2014-04-10 11:39:00,235833.0,91.166,79.0,13.722
2014-04-10 11:44:00,241185.0,93.678,183.0,13.308
2014-04-10 11:49:00,233637.0,93.55,138.0,13.332
2014-04-10 11:54:00,235894.0,93.374,119.0,13.666
2014-04-10 11:59:00,3239200.0,95.554,255.0,13.022
2014-04-10 12:04:00,249254.0,94.292,74.0,13.952
2014-04-10 12:09:00,3226810.0,90.164,35.0,12.992
2014-04-10 12:14:00,219341.0,88.75,12.0,13.704
2014-04-10 12:19:00,250379.0,92.458,68.0,13.666
2014-04-10 12:24:00,243888.0,96.21,1.0,13.38
2014-04-10 12:29:00,231633.0,91.646,98.0,14.316
2014-04-10 12:34:00,229597.0,94.792,21.0,14.0
2014-04-10 12:39:00,249854.0,92.534,67.0,14.0
2014-04-10 12:44:00,226666.0,89.084,176.0,14.332
2014-04-10 12:49:00,235965.0,91.75,199.0,13.332
2014-04-10 12:54:00,253658.0,92.75,120.0,13.99
2014-04-10 12:59:00,3230240.0,89.568,63.0,13.714
2014-04-10 13:04:00,254252.0,90.658,182.0,13.962
2014-04-10 13:09:00,3208580.0,88.024,166.0,13.334
2014-04-10 13:14:00,248958.0,91.542,104.0,14.0
2014-04-10 13:19:00,226541.0,94.25,141.0,13.024
2014-04-10 13:24:00,240359.0,94.124,60.0,14.306
2014-04-10 13:29:00,236906.0,91.708,9.0,13.34
2014-04-10 13:34:00,247200.0,92.584,64.0,13.974
2014-04-10 13:39:00,244932.0,92.638,51.0,14.04
2014-04-10 13:44:00,249894.0,93.794,84.0,14.0
2014-04-10 13:49:00,226273.0,96.514,27.0,13.962
2014-04-10 13:54:00,236794.0,95.202,185.0,14.0
2014-04-10 13:59:00,3234110.0,96.188,76.0,13.332
2014-04-10 14:04:00,255988.0,89.3,92.0,14.364
2014-04-10 14:09:00,3226730.0,90.746,97.0,12.65
2014-04-10 14:14:00,224082.0,88.25,26.0,13.33
2014-04-10 14:19:00,247132.0,88.834,168.0,13.35
2014-04-10 14:24:00,238059.0,89.834,34.0,13.998
2014-04-10 14:29:00,248839.0,93.5,10.0,13.332
2014-04-10 14:34:00,224071.0,95.5,54.0,14.666
2014-04-10 14:39:00,236928.0,89.542,198.0,14.0
2014-04-10 14:44:00,243858.0,89.052,142.0,14.002
2014-04-10 14:49:00,245120.0,87.454,232.0,12.656
2014-04-10 14:54:00,251672.0,86.876,7.0,14.336
2014-04-10 14:59:00,3220620.0,86.958,101.0,13.06
2014-04-10 15:04:00,249774.0,89.928,52.0,14.324000000000002
2014-04-10 15:09:00,3213390.0,90.5,168.0,12.984000000000002
2014-04-10 15:14:00,257850.0,90.124,63.0,13.336
2014-04-10 15:19:00,240188.0,90.58,35.0,13.332
2014-04-10 15:24:00,257911.0,92.0,10.0,13.988
2014-04-10 15:29:00,235086.0,88.708,101.0,13.332
2014-04-10 15:34:00,243701.0,89.962,94.0,14.334
2014-04-10 15:39:00,244044.0,92.502,29.0,13.31
2014-04-10 15:44:00,231573.0,94.0,65.0,14.332
2014-04-10 15:49:00,243532.0,94.804,83.0,13.998
2014-04-10 15:54:00,240454.0,89.542,186.0,13.668
2014-04-10 15:59:00,3251260.0,94.0,195.0,13.332
2014-04-10 16:04:00,238736.0,94.292,27.0,14.368
2014-04-10 16:09:00,3239740.0,93.916,48.0,13.332
2014-04-10 16:14:00,235562.0,91.458,335.0,15.33
2014-04-10 16:19:00,240626.0,92.14,93.0,13.332
2014-04-10 16:24:00,247963.0,93.208,7.0,13.668
2014-04-10 16:29:00,226795.0,96.292,60.0,14.0
2014-04-10 16:34:00,251630.0,90.666,264.0,14.63
2014-04-10 16:39:00,224232.0,89.458,39.0,13.706
2014-04-10 16:44:00,256887.0,95.292,116.0,13.0
2014-04-10 16:49:00,237801.0,95.626,11.0,14.0
2014-04-10 16:54:00,362671.0,93.0,119.0,13.334
2014-04-10 16:59:00,3222900.0,93.75,129.0,13.33
2014-04-10 17:04:00,258759.0,95.292,50.0,13.332
2014-04-10 17:09:00,3224910.0,95.208,101.0,13.666
2014-04-10 17:14:00,246360.0,95.542,187.0,13.666
2014-04-10 17:19:00,240932.0,93.0,25.0,13.332
2014-04-10 17:24:00,243533.0,92.236,53.0,12.962
2014-04-10 17:29:00,261247.0,94.25,129.0,14.674
2014-04-10 17:34:00,230275.0,92.282,170.0,14.0
2014-04-10 17:39:00,339881.0,94.714,86.0,14.0
2014-04-10 17:44:00,227804.0,94.126,99.0,14.002
2014-04-10 17:49:00,242555.0,96.25,14.0,14.0
2014-04-10 17:54:00,244851.0,93.834,64.0,13.046
2014-04-10 17:59:00,3250750.0,94.46,46.0,13.672
2014-04-10 18:04:00,249325.0,95.542,82.0,14.0
2014-04-10 18:09:00,3274500.0,98.042,17.0,13.322
2014-04-10 18:14:00,283687.0,95.766,41.0,13.332
2014-04-10 18:19:00,258379.0,93.458,14.0,13.332
2014-04-10 18:24:00,246106.0,92.858,303.0,13.334
2014-04-10 18:29:00,280576.0,95.584,80.0,14.0
2014-04-10 18:34:00,252687.0,93.128,15.0,14.034
2014-04-10 18:39:00,231879.0,91.888,71.0,13.666
2014-04-10 18:44:00,262455.0,92.984,78.0,13.964
2014-04-10 18:49:00,252149.0,94.326,43.0,13.332
2014-04-10 18:54:00,279481.0,95.876,44.0,13.334
2014-04-10 18:59:00,3233780.0,93.584,93.0,13.332
2014-04-10 19:04:00,271502.0,95.158,56.0,13.656
2014-04-10 19:09:00,3220700.0,95.416,153.0,13.666
2014-04-10 19:14:00,240858.0,93.166,64.0,13.0
2014-04-10 19:19:00,261069.0,96.25,156.0,14.345999999999998
2014-04-10 19:24:00,244989.0,93.376,81.0,12.668
2014-04-10 19:29:00,481000.0,93.084,94.0,13.666
2014-04-10 19:34:00,235286.0,93.146,9.0,13.326
2014-04-10 19:39:00,254224.0,95.596,64.0,13.978
2014-04-10 19:44:00,250720.0,94.336,130.0,13.668
2014-04-10 19:49:00,257494.0,91.458,35.0,14.334
2014-04-10 19:54:00,233894.0,93.292,34.0,13.964
2014-04-10 19:59:00,3246910.0,95.126,84.0,13.704
2014-04-10 20:04:00,278634.0,92.976,47.0,14.0
2014-04-10 20:09:00,3918490.0,94.326,102.0,13.666
2014-04-10 20:14:00,263208.0,89.538,39.0,13.345999999999998
2014-04-10 20:19:00,200207.0,92.128,67.0,13.69
2014-04-10 20:24:00,257217.0,94.144,45.0,12.646
2014-04-10 20:29:00,519379.0,89.488,30.0,13.668
2014-04-10 20:34:00,240185.0,90.314,10.0,13.0
2014-04-10 20:39:00,242636.0,95.0,36.0,13.332
2014-04-10 20:44:00,258694.0,93.208,37.0,13.964
2014-04-10 20:49:00,235679.0,94.042,12.0,14.334
2014-04-10 20:54:00,286345.0,92.626,119.0,13.29
2014-04-10 20:59:00,3261670.0,95.398,106.0,13.332
2014-04-10 21:04:00,265977.0,93.528,21.0,14.334
2014-04-10 21:09:00,3244310.0,93.5,56.0,12.998
2014-04-10 21:14:00,287114.0,95.63,104.0,13.334
2014-04-10 21:19:00,249791.0,93.292,18.0,14.334
2014-04-10 21:24:00,258317.0,95.292,11.0,14.102
2014-04-10 21:29:00,264376.0,95.01,10.0,14.018
2014-04-10 21:34:00,247026.0,92.384,70.0,14.28
2014-04-10 21:39:00,259991.0,93.75,116.0,13.95
2014-04-10 21:44:00,292481.0,96.124,19.0,13.67
2014-04-10 21:49:00,1002760.0,93.42,61.0,14.0
2014-04-10 21:54:00,236195.0,91.854,64.0,12.666
2014-04-10 21:59:00,3279040.0,90.5,55.0,14.0
2014-04-10 22:04:00,272351.0,92.666,4.0,13.666
2014-04-10 22:09:00,3211510.0,93.956,124.0,13.332
2014-04-10 22:14:00,260472.0,91.792,2.0,13.666
2014-04-10 22:19:00,222967.0,95.0,32.0,13.044
2014-04-10 22:24:00,265742.0,95.626,76.0,13.308
2014-04-10 22:29:00,233810.0,95.084,8.0,13.666
2014-04-10 22:34:00,251803.0,94.834,76.0,14.0
2014-04-10 22:39:00,949974.0,95.566,209.0,13.666
2014-04-10 22:44:00,244745.0,94.454,20.0,14.014
2014-04-10 22:49:00,225958.0,95.0,123.0,14.668
2014-04-10 22:54:00,248437.0,93.334,32.0,13.666
2014-04-10 22:59:00,3243150.0,94.108,32.0,13.332
2014-04-10 23:04:00,327555.0,93.596,31.0,15.334
2014-04-10 23:09:00,3230800.0,92.922,92.0,13.332
2014-04-10 23:14:00,243546.0,92.414,121.0,14.334
2014-04-10 23:19:00,249660.0,92.478,6.0,14.0
2014-04-10 23:24:00,248546.0,92.22,59.0,13.668
2014-04-10 23:29:00,249705.0,93.876,9.0,14.0
2014-04-10 23:34:00,246404.0,95.58,25.0,14.0
2014-04-10 23:39:00,256637.0,95.166,54.0,12.998
2014-04-10 23:44:00,239185.0,94.5,113.0,14.0
2014-04-10 23:49:00,232288.0,95.048,39.0,12.998
2014-04-10 23:54:00,252184.0,93.424,5.0,14.018
2014-04-10 23:59:00,3232280.0,93.01,9.0,12.998
2014-04-11 00:04:00,266277.0,93.774,95.0,14.166
2014-04-11 00:09:00,3256130.0,95.704,38.0,13.0
2014-04-11 00:14:00,246209.0,95.216,7.0,14.336
2014-04-11 00:19:00,235662.0,93.572,105.0,13.666
2014-04-11 00:24:00,277695.0,92.056,63.0,13.668
2014-04-11 00:29:00,249218.0,93.904,25.0,13.998
2014-04-11 00:34:00,305164.0,95.792,28.0,14.332
2014-04-11 00:39:00,246120.0,93.374,50.0,12.998
2014-04-11 00:44:00,237437.0,91.666,49.0,13.334
2014-04-11 00:49:00,265308.0,95.708,41.0,13.666
2014-04-11 00:54:00,248585.0,93.042,30.0,13.336
2014-04-11 00:59:00,3245180.0,96.0,106.0,13.666
2014-04-11 01:04:00,241909.0,95.108,141.0,14.302
2014-04-11 01:09:00,3253080.0,93.778,57.0,12.998
2014-04-11 01:14:00,262847.0,91.716,44.0,14.332
2014-04-11 01:19:00,261045.0,91.666,95.0,13.666
2014-04-11 01:24:00,267438.0,95.75,52.0,13.336
2014-04-11 01:29:00,266667.0,97.042,237.0,13.332
2014-04-11 01:34:00,235504.0,93.624,95.0,13.642
2014-04-11 01:39:00,306849.0,93.4,38.0,13.666
2014-04-11 01:44:00,243843.0,89.75399999999998,92.0,13.612
2014-04-11 01:49:00,238067.0,94.334,3.0,13.966
2014-04-11 01:54:00,251585.0,96.522,62.0,13.664
2014-04-11 01:59:00,3218610.0,93.516,5.0,14.334
2014-04-11 02:04:00,249952.0,95.25,46.0,14.668
2014-04-11 02:09:00,3214260.0,95.914,9.0,14.012
2014-04-11 02:14:00,244738.0,97.084,70.0,13.666
2014-04-11 02:19:00,236009.0,94.918,107.0,14.312
2014-04-11 02:24:00,243525.0,93.766,9.0,13.334
2014-04-11 02:29:00,251869.0,96.056,28.0,14.0
2014-04-11 02:34:00,247750.0,96.376,61.0,13.634
2014-04-11 02:39:00,237585.0,96.166,25.0,13.666
2014-04-11 02:44:00,232251.0,94.166,15.0,14.348
2014-04-11 02:49:00,244425.0,96.496,13.0,14.318
2014-04-11 02:54:00,246994.0,95.042,21.0,13.708
2014-04-11 02:59:00,3224600.0,95.584,121.0,14.334
2014-04-11 03:04:00,3231950.0,96.726,114.0,13.652
2014-04-11 03:09:00,3230920.0,96.056,39.0,14.0
2014-04-11 03:14:00,240758.0,95.172,21.0,13.0
2014-04-11 03:19:00,247018.0,93.876,53.0,13.666
2014-04-11 03:24:00,227611.0,95.958,21.0,12.666
2014-04-11 03:29:00,240378.0,95.708,10.0,13.666
2014-04-11 03:34:00,241621.0,94.008,8.0,14.334
2014-04-11 03:39:00,237751.0,92.084,75.0,14.0
2014-04-11 03:44:00,258200.0,96.932,10.0,14.334
2014-04-11 03:49:00,226063.0,92.79,36.0,14.0
2014-04-11 03:54:00,259598.0,94.006,112.0,13.668
2014-04-11 03:59:00,3225870.0,94.874,68.0,14.0
2014-04-11 04:04:00,253252.0,93.126,152.0,13.666
2014-04-11 04:09:00,3227900.0,95.834,85.0,13.666
2014-04-11 04:14:00,243886.0,93.624,3.0,13.334
2014-04-11 04:19:00,222755.0,95.554,74.0,13.666
2014-04-11 04:24:00,251731.0,95.758,75.0,13.626
2014-04-11 04:29:00,232475.0,95.402,154.0,13.666
2014-04-11 04:34:00,241836.0,93.916,104.0,13.666
2014-04-11 04:39:00,247473.0,98.042,13.0,13.666
2014-04-11 04:44:00,238192.0,93.29,101.0,13.0
2014-04-11 04:49:00,248777.0,92.792,26.0,14.0
2014-04-11 04:54:00,245535.0,97.374,131.0,13.334
2014-04-11 04:59:00,3239170.0,97.374,63.0,14.656
2014-04-11 05:04:00,248277.0,96.386,54.0,13.666
2014-04-11 05:09:00,3240020.0,95.584,38.0,13.332
2014-04-11 05:14:00,233162.0,96.618,57.0,13.662
2014-04-11 05:19:00,231319.0,94.5,54.0,13.345999999999998
2014-04-11 05:24:00,254581.0,93.792,73.0,13.392
2014-04-11 05:29:00,234406.0,96.084,105.0,13.65
2014-04-11 05:34:00,248665.0,97.584,56.0,13.666
2014-04-11 05:39:00,241438.0,97.216,95.0,12.998
2014-04-11 05:44:00,251713.0,92.916,110.0,13.334
2014-04-11 05:49:00,228064.0,97.042,18.0,13.666
2014-04-11 05:54:00,269810.0,97.166,3.0,13.334
2014-04-11 05:59:00,3228730.0,94.852,16.0,13.332
2014-04-11 06:04:00,267368.0,92.626,10.0,13.666
2014-04-11 06:09:00,3211740.0,96.916,10.0,13.644
2014-04-11 06:14:00,342062.0,95.416,19.0,13.0
2014-04-11 06:19:00,248293.0,92.77,8.0,13.332
2014-04-11 06:24:00,241611.0,93.626,4.0,13.656
2014-04-11 06:29:00,255464.0,95.708,68.0,13.332
2014-04-11 06:34:00,237297.0,94.528,53.0,13.666
2014-04-11 06:39:00,240442.0,93.562,125.0,14.048
2014-04-11 06:44:00,244156.0,94.102,20.0,13.974
2014-04-11 06:49:00,252098.0,93.986,12.0,13.666
2014-04-11 06:54:00,237622.0,94.584,34.0,14.0
2014-04-11 06:59:00,3233770.0,92.224,85.0,14.0
2014-04-11 07:04:00,238456.0,92.958,10.0,13.328
2014-04-11 07:09:00,3234340.0,93.042,101.0,13.332
2014-04-11 07:14:00,236182.0,88.542,67.0,12.662
2014-04-11 07:19:00,235840.0,92.042,57.0,13.716
2014-04-11 07:24:00,254726.0,94.542,14.0,13.64
2014-04-11 07:29:00,232628.0,95.958,36.0,13.332
2014-04-11 07:34:00,244211.0,96.876,74.0,13.666
2014-04-11 07:39:00,233693.0,94.708,17.0,13.332
2014-04-11 07:44:00,247003.0,94.0,13.0,13.324000000000002
2014-04-11 07:49:00,239926.0,93.958,9.0,13.972
2014-04-11 07:54:00,249384.0,95.342,10.0,13.042
2014-04-11 07:59:00,3218600.0,91.304,47.0,15.31
2014-04-11 08:04:00,255874.0,92.352,32.0,14.332
2014-04-11 08:09:00,3217690.0,90.41,18.0,13.666
2014-04-11 08:14:00,244198.0,92.476,40.0,13.334
2014-04-11 08:19:00,237503.0,94.716,113.0,14.0
2014-04-11 08:24:00,237900.0,94.542,17.0,13.0
2014-04-11 08:29:00,250015.0,93.042,78.0,14.334
2014-04-11 08:34:00,221923.0,91.292,49.0,13.628
2014-04-11 08:39:00,254591.0,95.604,7.0,13.704
2014-04-11 08:44:00,238493.0,96.782,53.0,13.668
2014-04-11 08:49:00,242676.0,96.458,203.0,13.332
2014-04-11 08:54:00,242609.0,94.916,72.0,13.668
2014-04-11 08:59:00,3226930.0,92.916,39.0,14.0
2014-04-11 09:04:00,250544.0,92.416,58.0,13.332
2014-04-11 09:09:00,3219490.0,96.428,77.0,13.686
2014-04-11 09:14:00,247572.0,95.374,151.0,13.302
2014-04-11 09:19:00,228470.0,93.106,252.0,13.666
2014-04-11 09:24:00,246320.0,91.39,110.0,13.334
2014-04-11 09:29:00,226119.0,93.374,21.0,13.666
2014-04-11 09:34:00,254107.0,92.744,119.0,14.0
2014-04-11 09:39:00,236567.0,96.12,17.0,13.332
2014-04-11 09:44:00,239116.0,95.542,31.0,13.364
2014-04-11 09:49:00,244311.0,96.4,4.0,13.968
2014-04-11 09:54:00,234522.0,94.246,21.0,12.668
2014-04-11 09:59:00,3235740.0,93.13,42.0,13.332
2014-04-11 10:04:00,246649.0,92.404,149.0,14.052
2014-04-11 10:09:00,3253740.0,96.166,200.0,13.366
2014-04-11 10:14:00,239080.0,93.594,66.0,12.968
2014-04-11 10:19:00,247261.0,89.416,9.0,13.672
2014-04-11 10:24:00,234844.0,94.084,70.0,13.334
2014-04-11 10:29:00,268433.0,94.524,86.0,14.0
2014-04-11 10:34:00,223453.0,94.492,29.0,13.0
2014-04-11 10:39:00,253193.0,93.584,107.0,14.028
2014-04-11 10:44:00,237735.0,92.958,102.0,13.296
2014-04-11 10:49:00,244744.0,92.75,66.0,14.022
2014-04-11 10:54:00,257369.0,93.416,20.0,12.972
2014-04-11 10:59:00,3228480.0,94.75,100.0,13.35
2014-04-11 11:04:00,269861.0,93.672,89.0,14.0
2014-04-11 11:09:00,3229110.0,93.374,57.0,13.0
2014-04-11 11:14:00,258234.0,95.122,14.0,14.29
2014-04-11 11:19:00,232734.0,92.666,47.0,13.366
2014-04-11 11:24:00,246155.0,95.666,37.0,14.0
2014-04-11 11:29:00,243065.0,96.834,55.0,13.666
2014-04-11 11:34:00,246028.0,94.256,12.0,14.326
2014-04-11 11:39:00,242913.0,93.394,17.0,13.01
2014-04-11 11:44:00,231682.0,94.126,4.0,13.994000000000002
2014-04-11 11:49:00,255268.0,96.172,47.0,13.332
2014-04-11 11:54:00,236532.0,93.7,63.0,13.67
2014-04-11 11:59:00,3254540.0,93.064,184.0,13.334
2014-04-11 12:04:00,248560.0,96.0,108.0,13.668
2014-04-11 12:09:00,3252300.0,95.436,12.0,13.332
2014-04-11 12:14:00,239375.0,95.98,51.0,14.0
2014-04-11 12:19:00,253265.0,94.534,35.0,13.316
2014-04-11 12:24:00,236362.0,87.5,77.0,14.304
2014-04-11 12:29:00,244662.0,91.208,13.0,13.332
2014-04-11 12:34:00,247065.0,93.392,4.0,14.0
2014-04-11 12:39:00,238032.0,91.524,266.0,13.0
2014-04-11 12:44:00,245684.0,93.832,35.0,14.332
2014-04-11 12:49:00,238604.0,90.668,4.0,13.322
2014-04-11 12:54:00,261043.0,92.25,27.0,13.668
2014-04-11 12:59:00,3216100.0,93.996,63.0,13.678
2014-04-11 13:04:00,260094.0,91.5,33.0,14.0
2014-04-11 13:09:00,3244400.0,92.816,53.0,13.015999999999998
2014-04-11 13:14:00,226337.0,91.148,6.0,14.002
2014-04-11 13:19:00,252188.0,89.06200000000004,5.0,13.666
2014-04-11 13:24:00,245393.0,91.1,6.0,14.0
2014-04-11 13:29:00,241493.0,93.0,62.0,13.666
2014-04-11 13:34:00,237706.0,87.834,146.0,14.316
2014-04-11 13:39:00,245012.0,90.584,12.0,12.668
2014-04-11 13:44:00,237909.0,92.624,88.0,13.668
2014-04-11 13:49:00,253078.0,89.292,74.0,13.332
2014-04-11 13:54:00,240168.0,91.416,220.0,13.334
2014-04-11 13:59:00,3248870.0,91.624,104.0,13.35
2014-04-11 14:04:00,250435.0,88.5,55.0,13.666
2014-04-11 14:09:00,3256320.0,91.5,39.0,12.982
2014-04-11 14:14:00,230605.0,93.126,51.0,13.668
